time_received_ns,sequence_num,sampling_rate,sampler_address,frame_length,src_mac,dst_mac,ethernet_type,ethernet_length,src_addr,dst_addr,ip_header_len,ip_tos,ip_ttl,ip_flags,ip_len,ip_proto_no,ip_checksum,fragment_offset,more_fragments,protocol,udp_header_len,tcp_header_len,tcp_ack_no,tcp_seq_no,window_size,src_port,dst_port,tcp_flags,tcp_flags_named,icmp_type,icmp_code,icmp_type_code_name,icmp_id,icmp_seq,payload,in_if,out_if,layer_stack,layer_size,vlan_id,is_fragment,dns_answers,dns_questions,dns_authorities,dns_additionals,esp_seq,esp_spi,gre_version,gre_protocol,gre_protocol_named,gre_checksum,gre_seq_no,gre_ack_no,gre_checksum_present,gre_key_present,gre_key,gre_seq_present,gre_ack_present,gre_routing_present,gre_strict_source_route,gre_recursion_control,gre_flags,gre_offset,src_asn,dst_asn,src_latitude,src_longitude,dst_latitude,dst_longitude,src_city,src_country,dst_city,dst_country,src_continent,dst_continent
1783018858560714488,16257101,1000,104.86.64.82,78,08:c0:eb:50:97:a5,b0:a6:51:ff:d8:e7,IPv4,14,183.36.24.8,141.92.164.1,20,0,52,2,64,6,26324,0,0,TCP,0,44,3000395971,3190145179,218,46811,53,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 16]",['ACK'],0,0,,0,0,07/02/26 19:00:58.56071448 0 B0 A6 51 FF D8 E7 08 C0 EB 50 97 A5 08 00 45 00 00 40 DF 59 40 00 34 06 66 D4 B7 24 18 08 8D 5C A4 01 B6 DB 00 35 BE 25 C0 9B B2 D6 68 C3 B0 10 00 DA 13 F7 00 00 01 01 08 0A 02 72 22 89 34 A7 49 09 01 01 05 0A B2 D6 68 C2 B2 D6 68 C3 00 00,0,1,"['Ethernet', 'IPv4', 'TCP']","[14, 20, 44]",0,False,[],[],[],[],0,0,0,0,,0,0,0,False,False,0,False,False,False,False,0,0,0,4134,49758,23.12,113.25,51.5,-0.12,GUANGZHOU,CN,LONDON,GB,AS,EU
1783018864457621937,668294900,1000,104.86.67.82,74,b8:ce:f6:5e:f4:c3,94:ae:f0:ef:fc:e7,IPv4,14,193.113.8.3,141.92.164.1,20,0,49,0,60,6,27470,0,0,TCP,0,40,0,3573230489,64240,20392,53,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 2]",['SYN'],0,0,,0,0,07/02/26 19:01:04.45762193 0 94 AE F0 EF FC E7 B8 CE F6 5E F4 C3 08 00 45 00 00 3C 23 9C 00 00 31 06 6B 4E C1 71 08 03 8D 5C A4 01 4F A8 00 35 D4 FB 2B 99 00 00 00 00 A0 02 FA F0 FF 47 00 00 02 04 05 B4 04 02 08 0A 2B 5D D7 25 00 00 00 00 01 03 03 07 00 00,0,1,"['Ethernet', 'IPv4', 'TCP']","[14, 20, 40]",0,False,[],[],[],[],0,0,0,0,,0,0,0,False,False,0,False,False,False,False,0,0,0,2856,49758,53.62,-2.15,51.5,-0.12,ROCHDALE,GB,LONDON,GB,EU,EU
1783018934136817264,668325598,1000,104.86.67.82,119,0c:42:a1:d9:d0:87,94:ae:f0:ef:fc:e7,IPv4,14,51.104.11.43,141.92.164.1,20,0,119,0,105,17,43892,0,0,UDP,8,0,0,0,0,57785,53,[],[],0,0,,0,0,07/02/26 19:02:14.13681726 0 94 AE F0 EF FC E7 0C 42 A1 D9 D0 87 08 00 45 00 00 69 28 1F 00 00 77 11 AB 74 33 68 0B 2B 8D 5C A4 01 E1 B9 00 35 00 55 28 2C 1E FA 00 00 00 01 00 00 00 00 00 01 13 6E 67 63 63 2D 74 73 61 70 69 33 2D 70 72 65 70 72 6F 64 04 74 65 73 74 05 67 73 6C 62 74 0D 6C 6C 6F 79 64 73 62 61 6E 6B 69 6E 67 03 63 6F 6D 00 00 1C 00 01 00 00 29 04 C8 00 00 80 00 00 00 00,0,1,"['Ethernet', 'IPv4', 'UDP', 'DNS']","[14, 20, 8, 77]",0,False,[],['ngcc-tsapi3-preprod.test.gslbt.lloydsbanking.com AAAA IN'],[],['OPT '],0,0,0,0,,0,0,0,False,False,0,False,False,False,False,0,0,0,8075,49758,51.5,-0.12,51.5,-0.12,LONDON,GB,LONDON,GB,EU,EU
1783018954562163289,516713616,1000,2.21.120.82,74,10:70:fd:5a:09:3d,3c:fe:ac:3b:dc:e7,IPv4,14,172.69.82.59,141.92.164.1,20,0,60,2,60,6,45763,0,0,TCP,0,40,0,1666816170,65535,59448,53,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 2]",['SYN'],0,0,,0,0,07/02/26 19:02:34.56216328 0 3C FE AC 3B DC E7 10 70 FD 5A 09 3D 08 00 45 00 00 3C 5C 1A 40 00 3C 06 B2 C3 AC 45 52 3B 8D 5C A4 01 E8 38 00 35 63 59 98 AA 00 00 00 00 A0 02 FF FF ED 8A 00 00 02 04 05 B4 04 02 08 0A 50 19 F6 05 00 00 00 00 01 03 03 0D 00 00,0,1,"['Ethernet', 'IPv4', 'TCP']","[14, 20, 40]",0,False,[],[],[],[],0,0,0,0,,0,0,0,False,False,0,False,False,False,False,0,0,0,13335,49758,1.29,103.86,51.5,-0.12,SINGAPORE,SG,LONDON,GB,AS,EU
1783018993916518003,350010721,1000,2.21.123.50,74,b8:3f:d2:c0:16:c3,3c:fe:ac:4d:d0:e8,IPv4,14,139.144.100.31,141.92.164.1,20,0,58,0,60,6,43680,0,0,TCP,0,40,0,2243949635,32120,56217,53,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 2]",['SYN'],0,0,,0,0,07/02/26 19:03:13.916518 0 3C FE AC 4D D0 E8 B8 3F D2 C0 16 C3 08 00 45 00 00 3C B5 0E 00 00 3A 06 AA A0 8B 90 64 1F 8D 5C A4 01 DB 99 00 35 85 BF F4 43 00 00 00 00 A0 02 7D 78 39 10 00 00 02 04 05 B4 04 02 08 0A 11 93 09 05 00 00 00 00 01 03 03 07 00 00,0,1,"['Ethernet', 'IPv4', 'TCP']","[14, 20, 40]",0,False,[],[],[],[],0,0,0,0,,0,0,0,False,False,0,False,False,False,False,0,0,0,63949,49758,-33.88,151.22,51.5,-0.12,SYDNEY,AU,LONDON,GB,OC,EU
1783019016622154319,580989786,1000,2.21.124.82,74,b8:3f:d2:03:6c:ff,3c:fe:ac:3f:50:e2,IPv4,14,74.125.40.157,141.92.164.1,20,0,117,0,60,6,29616,0,0,TCP,0,40,0,4276130993,64952,60975,53,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 2]",['SYN'],0,0,,0,0,07/02/26 19:03:36.62215431 0 3C FE AC 3F 50 E2 B8 3F D2 03 6C FF 08 00 45 00 00 3C 2D 94 00 00 75 06 73 B0 4A 7D 28 9D 8D 5C A4 01 EE 2F 00 35 FE E0 94 B1 00 00 00 00 A0 02 FD B8 80 79 00 00 02 04 05 84 04 02 08 0A 44 90 5F 04 00 00 00 00 01 03 03 01 00 00,0,1,"['Ethernet', 'IPv4', 'TCP']","[14, 20, 40]",0,False,[],[],[],[],0,0,0,0,,0,0,0,False,False,0,False,False,False,False,0,0,0,15169,49758,51.5,-0.12,51.5,-0.12,LONDON,GB,LONDON,GB,EU,EU
1783019036119153176,478953789,1000,2.23.128.50,66,b8:3f:d2:bd:7c:bf,3c:fe:ac:3f:28:e7,IPv4,14,172.70.132.60,141.92.164.1,20,0,60,2,52,6,27243,0,0,TCP,0,32,647016501,3092160500,16,19928,53,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 16]",['ACK'],0,0,,0,0,07/02/26 19:03:56.11915317 0 3C FE AC 3F 28 E7 B8 3F D2 BD 7C BF 08 00 45 00 00 34 72 78 40 00 3C 06 6A 6B AC 46 84 3C 8D 5C A4 01 4D D8 00 35 B8 4E 9F F4 26 90 B0 35 80 10 00 10 10 39 00 00 01 01 08 0A 24 9B 8D 62 37 5D 9E 22 00 00,0,1,"['Ethernet', 'IPv4', 'TCP']","[14, 20, 32]",0,False,[],[],[],[],0,0,0,0,,0,0,0,False,False,0,False,False,False,False,0,0,0,13335,49758,48.87,2.33,51.5,-0.12,PARIS,FR,LONDON,GB,EU,EU
1783019038560612418,55850831,1000,2.21.113.48,60,b8:3f:d2:c0:15:1f,bc:2c:e6:db:64:ed,IPv4,14,172.64.216.17,141.92.164.1,20,0,59,2,40,6,44364,0,0,TCP,0,20,467885852,1139128890,65535,21692,53,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 16]",['ACK'],0,0,,0,0,07/02/26 19:03:58.56061241 0 BC 2C E6 DB 64 ED B8 3F D2 C0 15 1F 08 00 45 00 00 28 DC D3 40 00 3B 06 AD 4C AC 40 D8 11 8D 5C A4 01 54 BC 00 35 43 E5 BA 3A 1B E3 5F 1C 50 10 FF FF 2C 14 00 00 00 00,0,1,"['Ethernet', 'IPv4', 'TCP']","[14, 20, 20]",0,False,[],[],[],[],0,0,0,0,,0,0,0,False,False,0,False,False,False,False,0,0,0,13335,49758,33.9733,-118.2487,51.5,-0.12,LOSANGELES,US,LONDON,GB,NA,EU
1783019053060866976,478958510,1000,2.23.128.50,125,b8:3f:d2:d9:2a:19,3c:fe:ac:3f:28:e7,IPv4,14,141.101.96.161,141.92.164.1,20,0,60,2,111,17,8940,0,0,UDP,8,0,0,0,0,11351,53,[],[],0,0,,0,0,07/02/26 19:04:13.06086697 0 3C FE AC 3F 28 E7 B8 3F D2 D9 2A 19 08 00 45 00 00 6F FC 2D 40 00 3C 11 22 EC 8D 65 60 A1 8D 5C A4 01 2C 57 00 35 00 5B E5 05 F2 BA 00 00 00 01 00 00 00 00 00 01 10 70 75 74 30 34 2D 64 74 70 2D 6F 6E 6C 69 6E 65 07 64 69 67 69 74 61 6C 0C 6C 62 67 6C 7A 6F 72 69 67 69 6E 74 0A 6C 6C 6F 79 64 73 62 61 6E 6B 02 63 6F 02 75 6B 00 00 01 00 01 00 00 29 05 AC 00 00 80 00 00 00 00 00 00,0,1,"['Ethernet', 'IPv4', 'UDP', 'DNS']","[14, 20, 8, 83]",0,False,[],['put04-dtp-online.digital.lbglzorigint.lloydsbank.co.uk A IN'],[],['OPT '],0,0,0,0,,0,0,0,False,False,0,False,False,False,False,0,0,0,13335,49758,48.87,2.33,51.5,-0.12,PARIS,FR,LONDON,GB,EU,EU
1783019053640658398,478958688,1000,2.23.128.50,74,b8:3f:d2:c0:42:bb,3c:fe:ac:3f:28:e7,IPv4,14,172.71.117.185,141.92.164.1,20,0,60,2,60,6,53194,0,0,TCP,0,40,0,2480190379,65535,38410,53,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 2]",['SYN'],0,0,,0,0,07/02/26 19:04:13.64065839 0 3C FE AC 3F 28 E7 B8 3F D2 C0 42 BB 08 00 45 00 00 3C 1B 93 40 00 3C 06 CF CA AC 47 75 B9 8D 5C A4 01 96 0A 00 35 93 D4 B3 AB 00 00 00 00 A0 02 FF FF 4C 36 00 00 02 04 05 B4 04 02 08 0A A5 FC 24 A9 00 00 00 00 01 03 03 0D 00 00,0,1,"['Ethernet', 'IPv4', 'TCP']","[14, 20, 40]",0,False,[],[],[],[],0,0,0,0,,0,0,0,False,False,0,False,False,False,False,0,0,0,13335,49758,48.87,2.33,51.5,-0.12,PARIS,FR,LONDON,GB,EU,EU
1783019054383231764,668372383,1000,104.86.67.82,102,b8:ce:f6:52:da:c1,94:ae:f0:ef:fc:e7,IPv4,14,18.132.81.11,141.92.164.1,20,0,121,0,88,17,34916,0,0,UDP,8,0,0,0,0,23879,53,[],[],0,0,,0,0,07/02/26 19:04:14.38323176 0 94 AE F0 EF FC E7 B8 CE F6 52 DA C1 08 00 45 00 00 58 24 44 00 00 79 11 88 64 12 84 51 0B 8D 5C A4 01 5D 47 00 35 00 44 AF A6 96 8A 00 10 00 01 00 00 00 00 00 01 07 61 6E 67 65 6C 69 61 05 67 73 6C 62 74 0D 6C 6C 6F 79 64 73 62 61 6E 6B 69 6E 67 03 63 6F 6D 00 00 01 00 01 00 00 29 10 00 00 00 80 00 00 00 00 00,0,1,"['Ethernet', 'IPv4', 'UDP', 'DNS']","[14, 20, 8, 60]",0,False,[],['angelia.gslbt.lloydsbanking.com A IN'],[],['OPT '],0,0,0,0,,0,0,0,False,False,0,False,False,False,False,0,0,0,16509,49758,51.5,-0.12,51.5,-0.12,LONDON,GB,LONDON,GB,EU,EU
1783019070898718411,478963460,1000,2.23.128.50,66,b8:3f:d2:bd:7c:9b,3c:fe:ac:3f:28:e7,IPv4,14,74.125.47.153,141.92.164.1,20,0,109,0,52,6,5692,0,0,TCP,0,32,2065360487,108080383,30996,33002,53,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 16]",['ACK'],0,0,,0,0,07/02/26 19:04:30.89871841 0 3C FE AC 3F 28 E7 B8 3F D2 BD 7C 9B 08 00 45 00 00 34 8C 14 00 00 6D 06 16 3C 4A 7D 2F 99 8D 5C A4 01 80 EA 00 35 06 71 2C FF 7B 1A E6 67 80 10 79 14 B1 9B 00 00 01 01 08 0A A8 67 33 0E 37 E5 77 2C 00 00,0,1,"['Ethernet', 'IPv4', 'TCP']","[14, 20, 32]",0,False,[],[],[],[],0,0,0,0,,0,0,0,False,False,0,False,False,False,False,0,0,0,15169,49758,50.83,4.33,51.5,-0.12,BRUSSELS,BE,LONDON,GB,EU,EU
1783019074435556434,1025973,1000,2.21.125.82,60,b8:3f:d2:c0:27:9d,3c:fe:ac:4d:b8:e2,IPv4,14,20.50.204.15,141.92.164.1,20,0,117,2,40,6,43390,0,0,TCP,0,20,798640067,1960083600,2053,65529,53,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 16]",['ACK'],0,0,,0,0,07/02/26 19:04:34.43555643 0 3C FE AC 4D B8 E2 B8 3F D2 C0 27 9D 08 00 45 00 00 28 4A B2 40 00 75 06 A9 7E 14 32 CC 0F 8D 5C A4 01 FF F9 00 35 74 D4 80 90 2F 9A 47 C3 50 10 08 05 29 3F 00 00 00 00,0,1,"['Ethernet', 'IPv4', 'TCP']","[14, 20, 20]",0,False,[],[],[],[],0,0,0,0,,0,0,0,False,False,0,False,False,False,False,0,0,0,8075,49758,52.35,4.92,51.5,-0.12,AMSTERDAM,NL,LONDON,GB,EU,EU
1783019085852584044,668384212,1000,104.86.67.82,60,b8:ce:f6:5e:f3:cb,94:ae:f0:ef:fc:e7,IPv4,14,4.250.0.67,141.92.164.1,20,0,120,2,40,6,56668,0,0,TCP,0,20,994191269,618551650,6147,55505,53,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 16]",['ACK'],0,0,,0,0,07/02/26 19:04:45.85258404 0 94 AE F0 EF FC E7 B8 CE F6 5E F3 CB 08 00 45 00 00 28 EE D8 40 00 78 06 DD 5C 04 FA 00 43 8D 5C A4 01 D8 D1 00 35 24 DE 59 62 3B 42 27 A5 50 10 18 03 A7 08 00 00 00 00,0,1,"['Ethernet', 'IPv4', 'TCP']","[14, 20, 20]",0,False,[],[],[],[],0,0,0,0,,0,0,0,False,False,0,False,False,False,False,0,0,0,8075,49758,51.5,-0.12,51.5,-0.12,LONDON,GB,LONDON,GB,EU,EU
1783019116924125866,478975595,1000,2.23.128.50,149,b8:3f:d2:bd:7c:9b,3c:fe:ac:3f:28:e7,IPv4,14,172.71.125.189,141.92.164.1,20,0,60,2,135,6,61012,0,0,TCP,0,32,2718850211,3665098531,16,26340,53,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 24]","['ACK', 'PSH']",0,0,,0,0,07/02/26 19:05:16.92412586 0 3C FE AC 3F 28 E7 B8 3F D2 BD 7C 9B 08 00 45 00 00 87 F4 B9 40 00 3C 06 EE 54 AC 47 7D BD 8D 5C A4 01 66 E4 00 35 DA 74 F7 23 A2 0E 5C A3 80 18 00 10 89 D5 00 00 01 01 08 0A F9 9C CF 69 38 99 42 7B 00 51 A1 21 00 00 00 01 00 00 00 00 00 01 0E 70 75 74 30 31 2D 6D 68 70 2D 61 70 69 73 07 64 69 67 69 74 61 6C 0C 6C 62 67 6C 7A 6F 72 69 67 69 6E 74 0A 6C 6C 6F 79 64 73 62 61 6E 6B 02 63 6F 02 75 6B 00 00 1C 00 01 00 00 29 05 AC 00 00 80 00 00,0,1,"['Ethernet', 'IPv4', 'TCP']","[14, 20, 32]",0,False,[],[],[],[],0,0,0,0,,0,0,0,False,False,0,False,False,False,False,0,0,0,13335,49758,48.87,2.33,51.5,-0.12,PARIS,FR,LONDON,GB,EU,EU
1783019130573855875,668401173,1000,104.86.67.82,128,b8:ce:f6:52:da:c5,94:ae:f0:ef:fc:e7,IPv4,14,18.134.255.194,141.92.164.1,20,0,122,2,114,6,9739,0,0,TCP,0,32,209210820,3585088989,32,59790,53,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 24]","['ACK', 'PSH']",0,0,,0,0,07/02/26 19:05:30.57385587 0 94 AE F0 EF FC E7 B8 CE F6 52 DA C5 08 00 45 00 00 72 96 D4 40 00 7A 06 26 0B 12 86 FF C2 8D 5C A4 01 E9 8E 00 35 D5 B0 1D DD 0C 78 4D C4 80 18 00 20 C2 D6 00 00 01 01 08 0A C5 94 C4 E0 38 CE 83 5A 00 3C 35 D6 00 10 00 01 00 00 00 00 00 01 07 61 6E 67 65 6C 69 61 05 67 73 6C 62 74 0D 6C 6C 6F 79 64 73 62 61 6E 6B 69 6E 67 03 63 6F 6D 00 00 01 00 01 00 00 29 04 D0 00 00 80 00 00 00,0,1,"['Ethernet', 'IPv4', 'TCP', 'DNS']","[14, 20, 32, 62]",0,False,[],['angelia.gslbt.lloydsbanking.com A IN'],[],['OPT '],0,0,0,0,,0,0,0,False,False,0,False,False,False,False,0,0,0,16509,49758,51.5,-0.12,51.5,-0.12,LONDON,GB,LONDON,GB,EU,EU
1783019169919604582,478990064,1000,2.23.128.50,151,b8:3f:d2:bd:7c:9b,3c:fe:ac:3f:28:e7,IPv4,14,172.71.133.124,141.92.164.1,20,0,60,2,137,6,47513,0,0,TCP,0,32,2712203997,2851959601,16,38846,53,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 24]","['ACK', 'PSH']",0,0,,0,0,07/02/26 19:06:09.91960458 0 3C FE AC 3F 28 E7 B8 3F D2 BD 7C 9B 08 00 45 00 00 89 21 B4 40 00 3C 06 B9 99 AC 47 85 7C 8D 5C A4 01 97 BE 00 35 A9 FD 73 31 A1 A8 F2 DD 80 18 00 10 F3 F9 00 00 01 01 08 0A 87 37 AB 96 39 68 44 57 00 53 49 09 00 00 00 01 00 00 00 00 00 01 10 70 75 74 30 34 2D 64 74 70 2D 6F 6E 6C 69 6E 65 07 64 69 67 69 74 61 6C 0C 6C 62 67 6C 7A 6F 72 69 67 69 6E 74 0A 6C 6C 6F 79 64 73 62 61 6E 6B 02 63 6F 02 75 6B 00 00 1C 00 01 00 00 29 05 AC 00 00 80,0,1,"['Ethernet', 'IPv4', 'TCP']","[14, 20, 32]",0,False,[],[],[],[],0,0,0,0,,0,0,0,False,False,0,False,False,False,False,0,0,0,13335,49758,48.87,2.33,51.5,-0.12,PARIS,FR,LONDON,GB,EU,EU
1783019198024354327,668427185,1000,104.86.67.82,66,b8:ce:f6:6a:56:0b,94:ae:f0:ef:fc:e7,IPv4,14,172.217.32.24,141.92.164.1,20,0,117,2,52,6,1909,0,0,TCP,0,32,1168087236,162372921,31714,64370,53,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 16]",['ACK'],0,0,,0,0,07/02/26 19:06:38.02435432 0 94 AE F0 EF FC E7 B8 CE F6 6A 56 0B 08 00 45 00 00 34 00 00 40 00 75 06 07 75 AC D9 20 18 8D 5C A4 01 FB 72 00 35 09 AD 9D 39 45 9F 98 C4 80 10 7B E2 2B AD 00 00 01 01 08 0A 3B 0A C1 CD 39 D6 19 3E 00 00,0,1,"['Ethernet', 'IPv4', 'TCP']","[14, 20, 32]",0,False,[],[],[],[],0,0,0,0,,0,0,0,False,False,0,False,False,False,False,0,0,0,15169,49758,51.5,-0.12,51.5,-0.12,LONDON,GB,LONDON,GB,EU,EU
1783019229573278360,1850950468,1000,104.86.70.18,66,0c:42:a1:d7:bb:dd,9c:e1:76:2b:e0:ec,IPv4,14,172.70.133.45,141.92.164.1,20,0,59,2,52,6,40812,0,0,TCP,0,32,3468933810,885931849,17,29946,53,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 16]",['ACK'],0,0,,0,0,07/02/26 19:07:09.57327836 0 9C E1 76 2B E0 EC 0C 42 A1 D7 BB DD 08 00 45 00 00 34 3D 86 40 00 3B 06 9F 6C AC 46 85 2D 8D 5C A4 01 74 FA 00 35 34 CE 3F 49 CE C3 BA B2 80 10 00 11 B2 B9 00 00 01 01 08 0A 9D 1A D0 F3 3A 51 46 04 00 00,0,1,"['Ethernet', 'IPv4', 'TCP']","[14, 20, 32]",0,False,[],[],[],[],0,0,0,0,,0,0,0,False,False,0,False,False,False,False,0,0,0,13335,49758,39.0438,-77.4879,51.5,-0.12,ASHBURN,US,LONDON,GB,NA,EU
1783019250239151622,16661061,1000,104.86.64.82,93,08:c0:eb:47:a6:c3,b0:a6:51:ff:d8:e7,IPv4,14,104.22.22.123,141.92.164.1,20,0,60,2,79,17,17633,0,0,UDP,8,0,0,0,0,49989,53,[],[],0,0,,0,0,07/02/26 19:07:30.23915162 0 B0 A6 51 FF D8 E7 08 C0 EB 47 A6 C3 08 00 45 00 00 4F 49 CE 40 00 3C 11 44 E1 68 16 16 7B 8D 5C A4 01 C3 45 00 35 00 3B 22 B5 B7 60 00 00 00 01 00 00 00 00 00 01 05 67 73 6C 62 74 0A 6C 6C 6F 79 64 73 62 61 6E 6B 02 63 6F 02 75 6B 00 00 30 00 01 00 00 29 05 AC 00 00 80 00 00 00 00 00 00,0,1,"['Ethernet', 'IPv4', 'UDP', 'DNS']","[14, 20, 8, 51]",0,False,[],['gslbt.lloydsbank.co.uk Unknown IN'],[],['OPT '],0,0,0,0,,0,0,0,False,False,0,False,False,False,False,0,0,0,13335,49758,37.3435,-121.8887,51.5,-0.12,SANJOSE,US,LONDON,GB,NA,EU
1783019254119994477,479016477,1000,2.23.128.50,66,b8:3f:d2:c0:18:1f,3c:fe:ac:3f:28:e7,IPv4,14,172.71.117.186,141.92.164.1,20,0,60,2,52,6,20002,0,0,TCP,0,32,116174523,1757636074,16,61032,53,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 16]",['ACK'],0,0,,0,0,07/02/26 19:07:34.11999447 0 3C FE AC 3F 28 E7 B8 3F D2 C0 18 1F 08 00 45 00 00 34 9D 42 40 00 3C 06 4E 22 AC 47 75 BA 8D 5C A4 01 EE 68 00 35 68 C3 65 EA 06 EC AE BB 80 10 00 10 45 89 00 00 01 01 08 0A E4 36 1D B4 3A B1 2E 35 00 00,0,1,"['Ethernet', 'IPv4', 'TCP']","[14, 20, 32]",0,False,[],[],[],[],0,0,0,0,,0,0,0,False,False,0,False,False,False,False,0,0,0,13335,49758,48.87,2.33,51.5,-0.12,PARIS,FR,LONDON,GB,EU,EU
1783019261075080052,45987548,1000,2.21.126.82,74,b8:3f:d2:45:2e:33,3c:fe:ac:3f:64:dd,IPv4,14,172.70.241.208,141.92.164.1,20,0,57,2,60,6,60856,0,0,TCP,0,40,0,2272333691,65535,59790,53,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 2]",['SYN'],0,0,,0,0,07/02/26 19:07:41.07508005 0 3C FE AC 3F 64 DD B8 3F D2 45 2E 33 08 00 45 00 00 3C 84 8E 40 00 39 06 ED B8 AC 46 F1 D0 8D 5C A4 01 E9 8E 00 35 87 71 0F 7B 00 00 00 00 A0 02 FF FF 47 5E 00 00 02 04 05 B4 04 02 08 0A 9A 48 16 2E 00 00 00 00 01 03 03 0D 00 00,0,1,"['Ethernet', 'IPv4', 'TCP']","[14, 20, 40]",0,False,[],[],[],[],0,0,0,0,,0,0,0,False,False,0,False,False,False,False,0,0,0,13335,49758,50.12,8.68,51.5,-0.12,FRANKFURT,DE,LONDON,GB,EU,EU
1783019272210608996,668455608,1000,104.86.67.82,74,b8:ce:f6:5e:f4:c3,94:ae:f0:ef:fc:e7,IPv4,14,193.113.8.3,141.92.164.1,20,0,51,0,60,6,51041,0,0,TCP,0,40,0,3628453095,64240,20469,53,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 2]",['SYN'],0,0,,0,0,07/02/26 19:07:52.21060899 0 94 AE F0 EF FC E7 B8 CE F6 5E F4 C3 08 00 45 00 00 3C C5 88 00 00 33 06 C7 61 C1 71 08 03 8D 5C A4 01 4F F5 00 35 D8 45 CC E7 00 00 00 00 A0 02 FA F0 51 49 00 00 02 04 05 B4 04 02 08 0A D2 3C 39 5F 00 00 00 00 01 03 03 07 00 00,0,1,"['Ethernet', 'IPv4', 'TCP']","[14, 20, 40]",0,False,[],[],[],[],0,0,0,0,,0,0,0,False,False,0,False,False,False,False,0,0,0,2856,49758,53.62,-2.15,51.5,-0.12,ROCHDALE,GB,LONDON,GB,EU,EU
1783019279205232698,178780783,1000,104.86.65.82,166,b8:ce:f6:5e:e6:0f,b0:a6:51:ff:d0:e7,IPv4,14,39.97.162.23,141.92.164.1,20,0,47,2,152,6,62512,0,0,TCP,0,32,3223410638,1576754076,191,42658,53,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 24]","['ACK', 'PSH']",0,0,,0,0,07/02/26 19:07:59.20523269 0 B0 A6 51 FF D0 E7 B8 CE F6 5E E6 0F 08 00 45 00 00 98 5C 59 40 00 2F 06 F4 30 27 61 A2 17 8D 5C A4 01 A6 A2 00 35 5D FB 5B 9C C0 21 57 CE 80 18 00 BF 42 57 00 00 01 01 08 0A 68 57 08 F9 3B 12 6D 71 00 62 D6 15 00 10 00 01 00 00 00 00 00 01 22 62 75 73 69 6E 65 73 73 65 6C 69 67 69 62 69 6C 69 74 79 61 6E 64 70 72 69 63 69 6E 67 2D 6F 61 74 32 04 74 65 73 74 0C 6C 62 67 6C 7A 6F 72 69 67 69 6E 74 0A 6C 6C 6F 79 64 73 62 61 6E 6B 02 63 6F 02,0,1,"['Ethernet', 'IPv4', 'TCP']","[14, 20, 32]",0,False,[],[],[],[],0,0,0,0,,0,0,0,False,False,0,False,False,False,False,0,0,0,37963,49758,39.9,116.41,51.5,-0.12,BEIJING,CN,LONDON,GB,AS,EU
1783019282313576829,1788011570,1000,2.23.132.82,125,b8:3f:d2:d9:27:0d,d4:66:24:8d:2c:e7,IPv4,14,155.190.203.75,141.92.164.1,20,0,56,0,111,17,43647,0,0,UDP,8,0,0,0,0,11094,53,[],[],0,0,,0,0,07/02/26 19:08:02.31357682 0 D4 66 24 8D 2C E7 B8 3F D2 D9 27 0D 08 00 45 00 00 6F 3F 97 00 00 38 11 AA 7F 9B BE CB 4B 8D 5C A4 01 2B 56 00 35 00 5B FB 81 35 EB 00 10 00 01 00 00 00 00 00 01 03 77 77 77 04 63 6F 61 74 05 67 73 6C 62 74 21 62 61 6E 6B 6F 66 73 63 6F 74 6C 61 6E 64 73 68 61 72 65 64 65 61 6C 69 6E 67 2D 6F 6E 6C 69 6E 65 02 63 6F 02 75 6B 00 00 1C 00 01 00 00 29 05 82 00 00 80 00 00 00 00 00 00,0,1,"['Ethernet', 'IPv4', 'UDP', 'DNS']","[14, 20, 8, 83]",0,False,[],['www.coat.gslbt.bankofscotlandsharedealing-online.co.uk AAAA IN'],[],['OPT '],0,0,0,0,,0,0,0,False,False,0,False,False,False,False,0,0,0,36692,49758,44.9847,-93.2709,51.5,-0.12,MINNEAPOLIS,US,LONDON,GB,NA,EU
